Type,Name,Request Count,Failure Count,Median Response Time,Average Response Time,Min Response Time,Max Response Time,Average Content Size,Requests/s,Failures/s,50%,66%,75%,80%,90%,95%,98%,99%,99.9%,99.99%,100%
GET,/numericalintegralservice/0/3.14159,661,0,7900.0,7684.823402267727,459.5321000088006,11690.04729995504,332.0,3.6746115979592013,0.0,7900,8300,8500,8600,9300,9700,10000,10000,12000,12000,12000
,Aggregated,661,0,7900.0,7684.823402267727,459.5321000088006,11690.04729995504,332.0,3.6746115979592013,0.0,7900,8300,8500,8600,9300,9700,10000,10000,12000,12000,12000
